org_id,name
o3057,Ecole Normale Supérieure
o3058,Ecole Polytechnique Fédérale de Lausanne
o3059,Ecole des Hautes Etudes en Sciences Sociales (EHESS)
o3060,Ecom Technologies
o3061,Economic and Social Research Council
o3062,Economic and Social Research Council (ESRC)
o3063,Economics and Planning Unit
o3064,Edge Analytics Inc.
o3065,Edge Intelligence Systems Inc.
o3066,Edinburgh Centre for Robotics
o3067,Edinburgh Napier University
o3068,Edison Academy Magnet School
o3069,Edith Cowan University
o3070,Edmentum
o3071,Edmonton Society
o3072,EduLab Inc.
o3073,Education Reports
o3074,Educational Agents
o3075,Educational Testing Service
o3076,Eedi
o3077,Effat University
o3078,Efficient Translation Limited
o3079,Ega Institute
o3080,Ege University
o3081,Egypt University of Informatics
o3082,Egypt-Japan University of Science and Technology
o3083,Ehime University
o3084,Eigen Technologies
o3085,Eigent AI
o3086,Eight Sleep
o3087,Eindhoven University of Technology
o3088,Einstein Center Digital Future
o3089,Einstein Center for Neurosciences
o3090,Eisenberg Research Development Authority
o3091,EkStep Foundation
o3092,El Colegio de México
o3093,El Minia University
o3094,Elazig Fethi Sekin City Hospital
o3095,Elder Research Inc.
o3096,Electric Power University
o3097,Electronic Arts
o3098,Electronic Health Record Notes
o3099,Electronics Logistics Property Management Co.
o3100,Electronics Research Institute
o3101,Electronics and Telecommunications Research Institute
o3102,Element AI
o3103,Elemental Cognition Inc.
o3104,Elemental Cognition LLP
o3105,Elementar
o3106,Eleos AI
o3107,EleutherAI
o3108,Elevate Global
o3109,Elhuyar
o3110,Elhuyar Fundazioa
o3111,Eli Lilly and Company
o3112,Elice
o3113,Eliza Labs
o3114,Ella Lab Gesellschaft für Künstliche Intelligenz mbH
o3115,Ellamind
o3116,Ellipsis Health
o3117,Ellipsis Health Inc
o3118,Ellis Unit Lisbon
o3119,Ellysse SRL
o3120,Elmleaf Ltd.
o3121,Elon University
o3122,Elsa Corp
o3123,Else Kröner Fresenius Center for Digital Health
o3124,Elsevier
o3125,Elsevier B.V.
o3126,Elsworth
o3127,Elyadata
o3128,Embibe
o3129,Embodied AI
o3130,Embrapa (Empresa Brasileira de Pesquisa Agropecuária)
o3131,Emerald Publishing
o3132,Emergence AI
o3133,Emergent Garden
o3134,Emerson College
o3135,Emerton Data
o3136,Emirates Center for Mobility Research
o3137,Emojot Inc.
o3138,Emory Healthcare
o3139,Emory University
o3140,Emotech
o3141,Empathic AI
o3142,Empathic.ai
o3143,Empathy Rocks Inc.
o3144,Emphasis
o3145,Empirical Inc.
o3146,Emporia State University
o3147,Emulation AI
o3148,Emulya Fintech Pte Ltd
o3149,Emvista
o3150,Enbrands Inc.
o3151,Endicott College
o3152,Enedis
o3153,Enel
o3154,Energetics Technology Center
o3155,Energy Institute
o3156,Engineering College
o3157,Engineering Research Center of Information Networks
o3158,Engineering Research Center of Integration and Application of Digital Learning Technology
o3159,Engineering Research Center of Machine Learning and Industry Intelligence
o3160,Engineering S.p.A.
o3161,Engineering and Physical Sciences Research Council
o3162,English Language ITutoring ELIT
o3163,Enhanced Speech Technology Ltd
o3164,Enhans
o3165,Enkefalos Technologies
o3166,Enkrypt AI
o3167,Enlitic
o3168,Ennovlabs
o3169,Enovos Luxembourg S.A.
o3170,Enrico Fermi Research Center
o3171,Enterprise Ireland
o3172,Entropy Technologies
o3173,Entrust Corp
o3174,Enuma Inc.
o3175,Enview
o3176,Environmental Resources Management
o3177,EpiSource LLC
o3178,Epic Research Institute
o3179,Epic Systems
o3180,Epicoder
o3181,Epiconcept
o3182,Epidemico Inc.
o3183,Epoch AI
o3184,Epos SAS
o3185,EqualAI
o3186,Equall
o3187,Equall AI
o3188,Equiano Institute
o3189,Equinix
o3190,Equitech Futures
o3191,Erasmus Medical Center
o3192,Erasmus University
o3193,Eric Emel
o3194,Ericsson
o3195,Ericsson AB
o3196,Erisha Labs
o3197,Ernst & Young
o3198,Ernst & Young LLP
o3199,Ernst Strungmann Institute for Neuroscience
o3200,Erre Quadro S.r.l
o3201,Erudite Inc.
o3202,Eschbach GmbH
o3203,Escola Politécnica
o3204,Escola Superior de Ciências Empresariais
o3205,"Escola de Artes, Ciências e Humanidades"
o3206,Escola de Engenharia
o3207,Escuela Superior de Ingeniería Mecánica y Eléctrica
o3208,Eskisehir Technical University
o3209,Esperanto AI
o3210,Esperanto Technologies
o3211,Espresso Systems
o3212,Esri Inc
o3213,Estates Pte Ltd
o3214,Estonian Business School
o3215,Estonian Institute of Computer Science
o3216,Ethiopian AI Institute
o3217,Etsy Inc.
o3218,"Etsy, Inc."
o3219,Euler Institute
o3220,Eurecat
o3221,Eurecom
o3222,Euro-Mediterranean University of Fez
o3223,EuroMov Digital Health in Motion
o3224,Euromov
o3225,European Bioinformatics Institute (EMBL-EBI)
o3226,European Center for Artificial Intelligence
o3227,European Centre for Living Technology
o3228,European Centre for Medium-Range Weather Forecasts
o3229,European Commission
o3230,European Conference on Artificial Intelligence
o3231,European Conference on Data Analysis
o3232,European Court of Human Rights
o3233,European Energy Research Institute
o3234,European Language Resources Association
o3235,European Molecular Biology Laboratory
o3236,European Molecular Biology Organization
o3237,European Organization for Nuclear Research
o3238,European Parliament
o3239,European Patent Office
o3240,European Reference Network for Rare Cancers (EURACAN)
o3241,European Research Area (ERA) Fellowship
o3242,European Research Center
o3243,European Research Council
o3244,European Research Infrastructure Consortium (ERIC)
o3245,European School of Management and Technology
o3246,European Space Agency
o3247,European Space Agency (ESA)
o3248,European Space Operations Centre (ESOC)
o3249,European Space Research and Technology Centre (ESA ESTEC)
o3250,European Union
o3251,European Union Agency for Railways
o3252,European Union Satellite Centre
o3253,European Union of the Deaf
o3254,European University Institute
o3255,European University at Saint Petersburg
o3256,European University at St. Petersburg
o3257,Europeana Foundation
o3258,Eustema S.p.A.
o3259,Evaluation Server
o3260,Evaluations and Language Resources Distribution Agency
o3261,Evariste Systems LLC
o3262,Everex
o3263,Evernorth Health Services
o3264,Everyday Robots
o3265,Evicore Healthcare
o3266,Evil Geniuses
o3267,EvoTech UK Ltd.
o3268,Ewegbe Academy
o3269,Ewha Womans University
o3270,Exa Company
o3271,ExaWizards Inc.
o3272,Exacity Inc.
o3273,Exaia Technologies GmbH
o3274,Example University
o3275,Excella Consulting
o3276,Excelra Knowledge Solutions Pvt Ltd
o3277,Executable Code Actions
o3278,ExodusPoint Capital Management
o3279,Exotel
o3280,Expedia Group
o3281,Expedia Group Inc.
o3282,Expedia Inc
o3283,Expedia Inc.
o3284,Expedock Software Inc
o3285,Experian
o3286,Expert AI
o3287,Expert System
o3288,Expert.ai
o3289,Explainable Artificial Intelligence Center
o3290,Explore Data Science Academy
o3291,Explosion AI GmbH
o3292,Exponential Technology Coe
o3293,Expressive Machines Lab
o3294,Exprivia S.p.A.
o3295,Extensity AI
o3296,External Knowledge
o3297,Extramarks Education Pvt. Ltd.
o3298,Eyeline Studios
o3299,Eyeread
o3300,Eötvös Loránd Research Network
o3301,Eötvös Loránd University
o3302,F-Secure Corporation
o3303,F. Hoffmann-La Roche AG
o3304,F. Hoffmann-La Roche Ltd
o3305,FA Research
o3306,FAIR (Facebook AI Research)
o3307,FAIRE
o3308,FBK (Fondazione Bruno Kessler)
o3309,FD Mediagroep
o3310,FEMTO-ST Institute
o3311,FH Aachen - University of Applied Sciences
o3312,FH Aachen University of Applied Sciences
o3313,FH Campus Wien University of Applied Sciences
o3314,FH Joanneum University of Applied Sciences
o3315,FI Group
o3316,FIM Research Center
o3317,FIN AI
o3318,FIN AI USA
o3319,FISABIO (Foundation for the Promotion of Health and Biomedical Research of the Valencian Community)
o3320,FOMORO
o3321,FPT Corporation
o3322,FPT Education
o3323,FPT Software
o3324,FPT Technology Research Institute
o3325,FPT Telecom
o3326,FPT University
o3327,FPrime AI
o3328,FRIASOFT
o3329,Fabu Inc.
o3330,Facebook
o3331,Facebook AI Research
o3332,Facebook Inc.
o3333,"Facebook, Inc."
o3334,Facemind Corporation
o3335,Facens - Faculty of Engineering of Sorocaba
o3336,Fachhochschule Aachen University of Applied Sciences
o3337,Fachhochschule Südwestfalen
o3338,FactCheck Initiative Japan
o3339,Factiverse AI
o3340,Factmata
o3341,Factored AI
o3342,Factorio
o3343,Factory Corporation Ltd.
o3344,Facts.ai
o3345,Faculdade de Letras
o3346,Faculty Science Ltd
o3347,Faculty of Computer Science
o3348,Faculty of Computers and Information
o3349,Faculty of Economics and Management
o3350,Faculty of Electrical Engineering and Computer Science
o3351,Faculty of Electrical Engineering and Computing
o3352,Faculty of Engineering of the University of Porto
o3353,Faculty of Humanities and Social Sciences
o3354,Faculty of Informatics
o3355,"Faculty of Legal, Economic and Social Sciences"
o3356,Faculty of Mathematics and Physics
o3357,Faculty of Polytechnique of Mons
o3358,Faculty of Technical Sciences
o3359,Facultés Libres de Philosophie et de Psychologie de Paris
o3360,Fainders AI
o3361,Fairfield University
o3362,Fairleigh Dickinson University
o3363,Fanatics Inc.
o3364,FancyTech
o3365,Fangzhuang Primary School
o3366,Fano Labs
o3367,Fanshawe College
o3368,Fanyu AI Laboratory
o3369,Fanyu Technology Ltd.
o3370,Far AI
o3371,Far Eastern Memorial Hospital
o3372,Farfetch
o3373,Farr Institute
o3374,Farragut High School
o3375,Faryab University
o3376,Fasa University
o3377,Fast Accounting Co. Ltd.
o3378,Fast University
o3379,Fastino AI
o3380,Fatima Al Fihri Predoctoral Fellowship
o3381,Fatima Fellowship
o3382,Fayetteville State University
o3383,Fayuan Inc.
o3384,Fayuan Technology Co. Ltd.
o3385,Featurespace
o3386,Federal Aviation Administration
o3387,Federal Bureau of Investigation
o3388,Federal Center for Technological Education of Minas Gerais
o3389,"Federal College of Dental Technology and Therapy, Enugu"
o3390,Federal College of Education (Technical)
o3391,Federal Institute for Vocational Education and Training
o3392,"Federal Institute of Education, Science and Technology of São Paulo"
o3393,Federal Institute of Minas Gerais
o3394,Federal Institute of Piauí
o3395,Federal Polytechnic Daura
o3396,Federal Polytechnic Idah
o3397,Federal Reserve Bank of Chicago
o3398,Federal Senate of Brazil
o3399,Federal Statistical Office
o3400,Federal Technological University of Paraná
o3401,Federal University Dutse
o3402,Federal University Lokoja
o3403,Federal University Oye-Ekiti
o3404,Federal University of ABC
o3405,Federal University of Alagoas
o3406,Federal University of Amazonas
o3407,Federal University of Bahia
o3408,Federal University of Brasília
o3409,Federal University of Campina Grande
o3410,Federal University of Ceará (UFC)
o3411,Federal University of Espírito Santo
o3412,Federal University of Fluminense
o3413,Federal University of Goiás
o3414,Federal University of Health Sciences of Porto Alegre
o3415,Federal University of Juiz de Fora
o3416,Federal University of Lafia
o3417,Federal University of Mato Grosso
o3418,Federal University of Minas Gerais
o3419,Federal University of Paraná
o3420,Federal University of Pará
o3421,Federal University of Pernambuco
o3422,Federal University of Piauí
o3423,Federal University of Rio Grande
o3424,Federal University of Rio Grande do Norte
o3425,Federal University of Rio Grande do Sul
o3426,Federal University of Rio Grande do Sul (UFRGS)
o3427,Federal University of Rio de Janeiro
o3428,Federal University of Santa Catarina
o3429,Federal University of Sergipe
o3430,Federal University of São Carlos
o3431,Federal University of São João del Rei
o3432,Federal University of São Paulo
o3433,Federal University of Technology - Paraná
o3434,Federal University of Technology Parana
o3435,Federal University of Technology Paraná
o3436,"Federal University of Technology, Akure"
o3437,"Federal University of Technology, Babura"
o3438,"Federal University of Technology, Owerri"
o3439,Federal University of Uberlândia
o3440,Federation University
o3441,Federation of American Scientists
o3442,Federation of Sardinian Associations in Italy
o3443,Federico Santa María Technical University
o3444,Feedzai
o3445,Feersum Engine
o3446,Feinstein Institutes for Medical Research
o3447,Ferhat Abbas University
o3448,Fermi National Accelerator Laboratory
o3449,FernUniversity in Hagen
o3450,FernUniversität in Hagen
o3451,Ferrum Health
o3452,Fever Energy
o3453,FewSats
o3454,Fiddler AI
o3455,Fidelity Investments
o3456,Fields Institute
o3457,Fifth Dimension AI
o3458,Fiji National University
o3459,Filament AI
o3460,FinChina
o3461,Financial Industry Regulatory Authority
o3462,Financial Security Institute
o3463,Financial University under the Government of the Russian Federation
o3464,Fincons Group
o3465,FindZebra
o3466,FindZebra APS
o3467,Fingerprint Consultancy
o3468,Finnish Environment Institute
o3469,Finstep
o3470,Finvolution Group
o3471,"FireEye, LLC"
o3472,Firmenich International SA
o3473,First People's Hospital of Changde City
o3474,First People's Hospital of Yunnan Province
o3475,First Primary School
o3476,FiscalNote
o3477,Fish Audio
o3478,Fisk University
o3479,Fitchburg State University
o3480,Five AI Ltd.
o3481,Fjellhaug International University College
o3482,Flagship Pioneering
o3483,Flair
o3484,Flare Systems
o3485,Flatiron Health
o3486,Flatiron Institute
o3487,Flexport
o3488,Flextron
o3489,Flinders University
o3490,Flip AI
o3491,Flipkart
o3492,Flipkart Private Limited
o3493,Float16 Cloud
o3494,FloodNet
o3495,Florida A&M University
o3496,Florida Agricultural and Mechanical University
o3497,Florida Atlantic University
o3498,Florida Gulf Coast University
o3499,Florida Institute for National Security
o3500,Florida Institute of Technology
o3501,Florida International University
o3502,Florida Polytechnic University
o3503,Florida State University
o3504,FlowChase
o3505,Flower Labs
o3506,Fluent.AI
o3507,Fluiz Corp.
o3508,Fluminense Federal University
o3509,FocusVision Worldwide Inc
o3510,Fondazione Bruno Kessler
o3511,Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico
o3512,Fondazione IRCCS Policlinico San Matteo
o3513,Fonds National de la Recherche Scientifique
o3514,Fonds Wetenschappelijk Onderzoek (FWO)
o3515,Foothill College
o3516,Fopure Hangzhou Technology Co. Ltd.
o3517,Foqum
o3518,Ford Motor Company
o3519,Ford Otosan
o3520,Fordham University
o3521,Forecasting Research Institute
o3522,Foreign Trade University
o3523,Forensic Capability Network
o3524,Foresight Institute
o3525,Forschungszentrum Jülich
o3526,Forschungszentrum Jülich GmbH
o3527,Fortemedia
o3528,Forth Institute of Advanced Computer Science
o3529,Forth Institute of Computer Science
o3530,Fortia Financial Solutions
o3531,FortifyEdge
o3532,Fortune Media
o3533,Fortytwo
o3534,Foshan University
o3535,Foundation Model Research Center
o3536,Foundation University
o3537,Foundation for Research and Technology - Hellas
o3538,Foundation of Computer Science
o3539,Foundational Models
o3540,Foundational Research Institute
o3541,Foundry
o3542,Fourth Paradigm Institute
o3543,Foviatech GmbH
o3544,Foxmail
o3545,Foyer S.A.
o3546,Fractal AI
o3547,Fractal Analytics Inc
o3548,Frailabs
o3549,Framingham Heart Study
o3550,France Sensome SAS
o3551,Francis Crick Institute
o3552,Frankfurt School of Finance and Management
o3553,Frankfurt University of Applied Sciences
o3554,Franklin & Marshall College
o3555,Franklin W. Olin College of Engineering
o3556,Fraunhofer Institute
o3557,Fraunhofer Institute for Applied Information Technology
o3558,Fraunhofer Institute for Integrated Circuits
o3559,Fraunhofer Institute for Open Communication Systems
o3560,Fraunhofer Society
o3561,Fred Hutchinson Cancer Center
o3562,Freedom Partners
o3563,Freenome
o3564,Freenome Holdings Inc
o3565,Freie Universität Berlin
o3566,Fremont High School
o3567,French Alternative Energies and Atomic Energy Commission
o3568,French Azerbaijani University
o3569,French Digital Communication Regulatory Authority
o3570,French Government
o3571,French Institute for Research in Computer Science and Automation
o3572,French Ministry of Economics and Finance
o3573,French National Centre for Scientific Research
o3574,French National Institute for Agricultural Research (INRA)
o3575,French National Institute for Agricultural Research (INRAE)
o3576,French National Institute for Agricultural Research and Environment
o3577,"French National Institute for Agriculture, Food and Environment (INRAE)"
o3578,"French National Institute for Agriculture, Food, and Environment (INRAE)"
o3579,French National Institute for Health and Medical Research
o3580,French National Institute for Research in Computer Science and Automation
o3581,French National Institute for Research in Computer Science and Control
o3582,French National Institute for Research in Computer Science and Control (INRIA)
o3583,French National Institute of Audiovisual
o3584,French National Institute of Health and Medical Research
o3585,French Research Center
o3586,Freshworks Inc
o3587,Freyr Solutions
o3588,Friedrich Miescher Institute for Biomedical Research
o3589,Friedrich Schiller University Jena
o3590,Friedrich-Alexander University Erlangen-Nuremberg
o3591,Friedrich-Alexander University of Erlangen-Nuremberg
o3592,Friedrich-Alexander-Universität Erlangen-Nürnberg
o3593,Friends Research Institute
o3594,From the Sky Research Labs LLC
o3595,Frontis AI
o3596,Fronyx GmbH
o3597,Frost Institute
o3598,Fryske Akademy
o3599,Fudan University
o3600,"Fudan University, School of Information Science and Engineering"
o3601,Fujian Institute of Financial Big Data
o3602,Fujian Normal University
o3603,Fujian Province Key Laboratory
o3604,Fujian Provincial Key Laboratory
o3605,Fujian University of Technology
o3606,Fujitsu
o3607,Fujitsu Laboratories Ltd.
o3608,Fujitsu Laboratories of America
o3609,Fujitsu Ltd.
o3610,Fujitsu Research Ltd.
o3611,Fujitsu Research of America
o3612,Fukushima University
o3613,Fulbright University
o3614,Full Fact
o3615,Full Sail University
o3616,Full Truck Alliance
o3617,Fullong Inc.
o3618,Fullong Technology
o3619,Fulton Science Academy
o3620,Funcun Wuyou Technologies Co. Ltd
o3621,Fund for Alignment Research
o3622,Fundación Centro Tecnolóxico de Telecomunicacións de Galicia
o3623,Fundación Jiménez Díaz
o3624,Fundación Universitaria Konrad Lorenz
o3625,Fundación Via Libre
o3626,Fundación Vía Libre
o3627,Fundação Estudar
o3628,Fundação Getulio Vargas
o3629,Fundação Getúlio Vargas
o3630,Funix
o3631,FuriosaAI
o3632,FuseGen
o3633,FusionBase GmbH
o3634,Future Corporation
o3635,Future House
o3636,Future Network of Intelligence Institute
o3637,Future Technology School
o3638,Future University Hakodate
o3639,Future of Humanity Institute
o3640,FutureFit AI
o3641,FutureHouse Inc.
o3642,FutureSearch AI
o3643,Futurewei Technologies
o3644,Fuwai Hospital
o3645,Fuxi AI Lab
o3646,Fuxi Artificial Intelligence Laboratory
o3647,Fuxi Institute of Artificial Intelligence
o3648,Fuyang University of Science and Technology
o3649,Fuzhou University
o3650,Fırat Koc University
o3651,Fırat Köç University
o3652,Fırat University
o3653,G H Raisoni College of Engineering
o3654,G L Bajaj Institute of Technology and Management
o3655,G42
o3656,GAIA Consortium
o3657,GAN AI
o3658,GC Company
o3659,GDial Inc.
o3660,GE Healthcare
o3661,GEMaSS
o3662,GERAD
o3663,GESIS - Leibniz Institute for the Social Sciences
o3664,GGC
o3665,GGZ Ingeest
o3666,GIFS
o3667,GIPP Lab
o3668,GIST (Gwangju Institute of Science and Technology)
o3669,GMF Assurances
o3670,GMV Innovating Solutions
o3671,GPTScore
o3672,GPTSwarm
o3673,GV
o3674,Gabe's University
o3675,Gachon University
o3676,GalSenAI
o3677,Galatasaray University
o3678,Galgotias University
o3679,Galician Supercomputing Center (CESGA)
o3680,Galileo CDS Inc.
o3681,Galileo Financial Technologies
o3682,Galileo Technologies
o3683,Galirage Inc.
o3684,Gallaudet University
o3685,"Galois, Inc."
o3686,Galux Inc.
o3687,Galytix
o3688,Game Innovation Lab
o3689,Gamma Lab
o3690,Gaode Map
o3691,Gaoling School
o3692,Gaoling University
o3693,Gap S.r.l.u.
o3694,Garanti Technology
o3695,Gaston Berger University
o3696,Gatsby Computational Neuroscience Unit
o3697,Gauhati University
o3698,Gauthiers
o3699,Gavagai
o3700,Gazi University
o3701,Gdańsk University of Technology
o3702,Gear Health
o3703,Gebze Technical University
o3704,Geely
o3705,Geely Automobile Research Institute
o3706,Geisinger
o3707,Gelbukh Research
o3708,Gelbukh Research Group
o3709,Gena Co.
o3710,Genaios
o3711,GeneMamba
o3712,Genentech
o3713,General Electric
o3714,General Motors
o3715,General Sir John Kotelawala Defence University
o3716,Generalitat Valenciana
o3717,Generative AI Commons
o3718,Generative AI Research
o3719,Generative Artificial Intelligence Lab
o3720,Genesys
o3721,Geneva University Hospitals
o3722,Genfun AI
o3723,Genie AI
o3724,Genify
o3725,Genloop Labs Inc.
o3726,Genmab
o3727,Genmab Inc.
o3728,Genmab US Inc.
o3729,Genoa Malga Center
o3730,Genomic Medicine Institute
o3731,Genpact
o3732,Gentel
o3733,GeoTrend
o3734,Geodan
o3735,Geolsemantics
o3736,Geoming AI
o3737,Georg August University of Göttingen
o3738,Georg Eckert Institute
o3739,Georg Nemetschek Institute
o3740,George Fox University
o3741,George Mason University
o3742,Georgetown University
o3743,Georgia Institute of Technology
o3744,Georgia Southern University
o3745,Georgia State University
o3746,Georgian
o3747,Geospatial Research Institute
o3748,German Academic Exchange Service
o3749,German Aerospace Center
o3750,German Cancer Consortium (DKTK)
o3751,German Cancer Research Center (DKFZ)
o3752,German Cancer Society
o3753,German Center for Cardiovascular Research
o3754,German Center for Mental Health
o3755,German Center for the Protection of Laboratory Animals
o3756,German Centre for Higher Education Research and Science Studies
o3757,German Centre for Integrative Biodiversity Research (iDiv)
o3758,German Centre for the Protection of Laboratory Animals
o3759,German Childhood Cancer Registry
o3760,German Federal Institute for Risk Assessment
o3761,German Heart Center
o3762,German Heart Centre Munich
o3763,German Historical Institute
o3764,German Institute for Economic Research
o3765,German Institute for Educational Research
o3766,German International University
o3767,German Literature Archive
o3768,German National Library
o3769,German Research Center for Artificial Intelligence
o3770,German Research Center for Environmental Health
o3771,German Research Center for Geosciences
o3772,German Research Centre for Artificial Intelligence (DFKI)
o3773,German Research Institute for Artificial Intelligence
o3774,German Research Institute for Artificial Intelligence (DFKI)
o3775,German University in Cairo
o3776,Gerulata Technologies
o3777,Gesellschaft für Informatik
o3778,Gesellschaft für Wissenschaftliche Datenverarbeitung mbH Göttingen (GWDG)
o3779,GetAbstract
o3780,Getir Perakende Lojistik A.S.
o3781,Gettysburg College
o3782,Ghamut Corporation
o3783,Ghent University
o3784,Gheorghe Asachi Technical University of Iași
o3785,Giant Network
o3786,Giant Oak Inc.
o3787,GiantX
o3788,Gientech Technology Co. Ltd
o3789,"Gientech Technology Co., Ltd."
o3790,Gifu Shotoku Gakuen University
o3791,Gifu University
o3792,Giga Tech Limited
o3793,GigaAI
o3794,Giotto AI
o3795,Giskard AI
o3796,GitHub
o3797,"GitHub, Inc."
o3798,Glami
o3799,Glance AI
o3800,Glasgow Caledonian University
o3801,GlaxoSmithKline
o3802,Gleason Foundation
o3803,Global Business College of Australia
o3804,Global Decision Science
o3805,Global Emancipation Network
o3806,Global Financial Markets
o3807,Global Geospatial Data
o3808,Global Health Institute
o3809,Global Innovation Exchange
o3810,Global Innovation Exchange (GIX)
o3811,Global Institute for AI and Business Analytics
o3812,Global Legal Entity Identifier Foundation
o3813,Global Logic
o3814,Global Priorities Institute
o3815,Global Scientific Information and Computing Center
o3816,Global Tone Communication Technology Co. Ltd.
o3817,Globo
o3818,Globus
o3819,Glovo
o3820,Gnowit Inc.
o3821,Go Vivace Inc.
o3822,GoDaddy Inc.
o3823,GoPeaks
o3824,Goa University
o3825,Goat AI
o3826,Goethe University
o3827,Goi Institute
o3828,Gojek
o3829,Golden Gate University
o3830,Goldman Sachs
o3831,"Goldsmiths, University of London"
o3832,Golestan University of Medical Sciences
o3833,Gomal University
o3834,Gonzaga University
o3835,Good Data Initiative
o3836,GoodAI
o3837,Goodlab Studio
o3838,Goodlabs Studio
o3839,Google
o3840,Google DeepMind
o3841,Google Inc.
o3842,Google Jigsaw
o3843,Google LLC
o3844,Google Research
o3845,Gora
o3846,Got It AI
o3847,Gothenburg University
o3848,Governance and Local Development Institute
o3849,"Government College of Arts, Science and Commerce, Quepem"
o3850,Government College of Engineering Ceramic Technology
o3851,Government College of Engineering and Textile Technology
o3852,Government Engineering College
o3853,Government Medical College and Hospital
o3854,Government Polytechnic Rajkot
o3855,Government Systems Corporation
o3856,Government Technology Agency of Singapore
o3857,Government Technology Agency of Singapore (GovTech Singapore)
o3858,Government of Italy
o3859,Government of Valencia
o3860,Grab Inc.
o3861,Grab Technologies
o3862,Gradarius
o3863,Graduate Center
o3864,Graduate Institute of International and Development Studies
o3865,Graduate Institute of Linguistics
o3866,Graduate School
o3867,Graduate University for Advanced Sciences
o3868,Graduate University for Advanced Studies
o3869,Gram Vaani Community Media Onion Dev Technologies Pvt. Ltd.
o3870,Grammarly
o3871,Grammatek
o3872,Gran Sasso Science Institute
o3873,Grand Canyon University
o3874,Granular AI
o3875,Grapes Group of Researchers for Applications of Physics in Economy and Sociology
o3876,Graphcore
o3877,Graphcore Inc.
o3878,Graphen Inc.
o3879,Graphene AI
o3880,Graphext
o3881,Graphic Era University
o3882,Graphika Inc.
o3883,Gray Swan AI
o3884,GrayVines
o3885,Graz University of Technology
o3886,Great Bay Institute
o3887,Great Bay University
o3888,Great Learning
o3889,Great Ormond Street Hospital
o3890,Great Ormond Street Hospital NHS Foundation Trust
o3891,Great Ormond Street Hospital for Children NHS Foundation Trust
o3892,GreatFireWiki
o3893,Greater Bay Area Institute for Innovation
o3894,Green Dynamics
o3895,Green University of Bangladesh
o3896,GreenNode
o3897,GreenStone Biosciences
o3898,Greendynamics Pty Ltd
o3899,Greendynamics Pty. Ltd.
o3900,Greenhands
o3901,Greenwich High School
o3902,Grenoble Alpes University
o3903,Grenoble INP - Ensimag
o3904,Grenoble INP - UGA
o3905,Grenoble Institute of Technology
o3906,Grenoble École de Management
o3907,Gretel.ai
o3908,GridRepublic
o3909,Gridsat Stiftung
o3910,Gridsum Holding Inc.
o3911,Gridsum Technology
o3912,Griffin
o3913,Griffin Hospital
o3914,Griffith University
o3915,Groq Inc
o3916,GroundLight
o3917,GroupM
o3918,Groupe BPCE
o3919,Grow Research Institute
o3920,GrowAI
o3921,Growdle Corporation
o3922,Grupo LYS
o3923,GuaSemi Inc.
o3924,Guangdong Academy of Performing Arts
o3925,Guangdong Art and Technology Vocational College
o3926,Guangdong Country Garden School
o3927,Guangdong Education Innovation Research Institute
o3928,Guangdong Hengqin Datastory Information Technology Ltd.
o3929,Guangdong Institute of Intelligence Science and Technology
o3930,Guangdong Institute of Smart Education
o3931,Guangdong Intelligent Robotics Institute
o3932,Guangdong Key Laboratory of Big Data Analysis and Processing
o3933,Guangdong Key Laboratory of Brain-Inspired Intelligent Computation
o3934,Guangdong Laboratory
o3935,Guangdong Laboratory of AI and Digital Economy
o3936,Guangdong Laboratory of Artificial Intelligence
o3937,Guangdong OPPO Mobile Telecommunications Corp. Ltd.
o3938,Guangdong Pharmaceutical University
o3939,Guangdong Polytechnic of Industry and Commerce
o3940,Guangdong Power Grid Corporation
o3941,Guangdong Provincial Engineering Technology Research Center
o3942,Guangdong Provincial Hospital of Chinese Medicine
o3943,Guangdong Provincial Key Laboratory
o3944,Guangdong Provincial Key Laboratory of Computational AI Models and Cognitive Intelligence
o3945,Guangdong Provincial Key Laboratory of Novel Security Intelligence Technologies
o3946,Guangdong Provincial Key Laboratory of Social Cognitive Neuroscience and Mental Health
o3947,Guangdong Provincial Public Security Department
o3948,Guangdong Shuye Intelligent Technology Co. Ltd.
o3949,Guangdong University of Finance
o3950,Guangdong University of Foreign Studies
o3951,Guangdong University of Technology
o3952,Guangdong Women and Children Hospital
o3953,Guangdong Yunxi Technology
o3954,Guangdong-Hong Kong Joint Laboratory for Big Data Imaging and Communication
o3955,Guangdong-Hong Kong-Macao Joint Laboratory for Emotional Intelligence and Pervasive Computing
o3956,Guangdong-Hong Kong-Macao Joint Laboratory of Human-Machine Intelligence Synergy Systems
o3957,Guangdong-Hong Kong-Macau Joint Laboratory
o3958,Guangming Laboratory
o3959,Guangxi Institute of Digital Technology
o3960,Guangxi Key Laboratory
o3961,Guangxi Minzu University
o3962,Guangxi Normal University
o3963,Guangxi Police College
o3964,Guangxi Polytechnic of Construction
o3965,Guangxi Radio and Television Monitoring Center
o3966,"Guangxi Tourism Development One Click Tour Digital Cultural Tourism Industry Co., Ltd."
o3967,Guangxi University
o3968,Guangxi University of Engineering Technology
o3969,Guangxi University of Finance and Economics
o3970,Guangxi University of Traditional Chinese Medicine
o3971,Guangxi Zhuang Autonomous Region Big Data Research Institute
o3972,"Guangzhou Automobile Group Co., Ltd."
